,x,y,w,h,score,match
56,133,1820,48,40,0.77792895,03_18_2023 LG 282 copy.jpg
65,153,1770,49,43,0.85185045,small_round.jpg
63,170,1728,49,43,0.8966841,small_round.jpg
51,211,1619,48,40,0.9142124,03_18_2023 LG 282 copy.jpg
62,246,1546,49,43,0.9040107,small_round.jpg
49,273,1479,48,40,0.91829646,03_18_2023 LG 282 copy.jpg
8,273,1784,36,35,0.76833725,round_light.jpg
47,289,1442,48,40,0.9028833,03_18_2023 LG 282 copy.jpg
46,306,1406,48,40,0.9118651,03_18_2023 LG 282 copy.jpg
45,321,1370,48,40,0.9117118,03_18_2023 LG 282 copy.jpg
7,370,1301,36,35,0.82003486,round_light.jpg
42,373,1260,48,40,0.7945338,03_18_2023 LG 282 copy.jpg
40,390,1221,48,40,0.87514645,03_18_2023 LG 282 copy.jpg
38,410,1184,48,40,0.90585107,03_18_2023 LG 282 copy.jpg
35,453,1100,48,40,0.8648154,03_18_2023 LG 282 copy.jpg
61,476,1059,49,43,0.83108944,small_round.jpg
34,492,1021,48,40,0.8410912,03_18_2023 LG 282 copy.jpg
32,515,977,48,40,0.8413916,03_18_2023 LG 282 copy.jpg
60,566,890,49,43,0.80369264,small_round.jpg
30,582,848,48,40,0.8217392,03_18_2023 LG 282 copy.jpg
27,635,758,48,40,0.79212385,03_18_2023 LG 282 copy.jpg
26,683,673,48,40,0.7728827,03_18_2023 LG 282 copy.jpg
59,717,628,49,43,0.7615382,small_round.jpg
23,773,539,48,40,0.7556709,03_18_2023 LG 282 copy.jpg
1,789,678,68,44,0.7618045,left_back_bent.jpg
22,807,496,48,40,0.7812756,03_18_2023 LG 282 copy.jpg
0,830,614,68,44,0.79721117,left_back_bent.jpg
69,949,346,38,64,0.77028275,12_20_2022 LG 282 copy.jpg
57,994,304,49,43,0.7644639,small_round.jpg
12,1137,228,38,60,0.86187327,middle round.jpg
14,1173,267,38,60,0.77844906,middle round.jpg
10,1188,214,38,60,0.8276944,middle round.jpg
13,1245,241,38,60,0.75930697,middle round.jpg
66,1328,207,38,64,0.8515982,12_20_2022 LG 282 copy.jpg
67,1373,212,38,64,0.8522627,12_20_2022 LG 282 copy.jpg
15,1386,270,38,60,0.8677741,middle round.jpg
11,1420,226,38,60,0.8360379,middle round.jpg
16,1437,286,38,60,0.7639647,middle round.jpg
68,1474,245,38,64,0.7954627,12_20_2022 LG 282 copy.jpg
17,1568,314,48,40,0.8766301,03_18_2023 LG 282 copy.jpg
19,1618,358,48,40,0.8019608,03_18_2023 LG 282 copy.jpg
20,1655,389,48,40,0.8391793,03_18_2023 LG 282 copy.jpg
21,1723,464,48,40,0.80766594,03_18_2023 LG 282 copy.jpg
18,1757,357,48,40,0.8209748,03_18_2023 LG 282 copy.jpg
58,1761,503,49,43,0.7512946,small_round.jpg
24,1788,550,48,40,0.83797365,03_18_2023 LG 282 copy.jpg
25,1849,641,48,40,0.8351538,03_18_2023 LG 282 copy.jpg
2,1882,684,68,44,0.7897307,left_back_bent.jpg
28,1922,767,48,40,0.8046415,03_18_2023 LG 282 copy.jpg
29,1944,809,48,40,0.88261104,03_18_2023 LG 282 copy.jpg
5,1982,961,36,35,0.82291955,round_light.jpg
31,1985,887,48,40,0.803453,03_18_2023 LG 282 copy.jpg
4,2022,935,36,35,0.79233277,round_light.jpg
33,2032,977,48,40,0.883872,03_18_2023 LG 282 copy.jpg
6,2068,1028,36,35,0.76066196,round_light.jpg
36,2095,1101,48,40,0.9185131,03_18_2023 LG 282 copy.jpg
37,2112,1140,48,40,0.82633835,03_18_2023 LG 282 copy.jpg
39,2150,1215,48,40,0.8862957,03_18_2023 LG 282 copy.jpg
41,2166,1254,48,40,0.89378124,03_18_2023 LG 282 copy.jpg
43,2185,1291,48,40,0.9317946,03_18_2023 LG 282 copy.jpg
44,2222,1366,48,40,0.94695175,03_18_2023 LG 282 copy.jpg
48,2265,1474,48,40,0.95428,03_18_2023 LG 282 copy.jpg
50,2295,1548,48,40,0.99959314,03_18_2023 LG 282 copy.jpg
52,2327,1620,48,40,0.9431731,03_18_2023 LG 282 copy.jpg
53,2341,1656,48,40,0.9092126,03_18_2023 LG 282 copy.jpg
54,2358,1693,48,40,0.92402935,03_18_2023 LG 282 copy.jpg
55,2373,1731,48,40,0.8716526,03_18_2023 LG 282 copy.jpg
64,2394,1767,49,43,0.8276221,small_round.jpg
9,2414,1812,36,35,0.7929283,round_light.jpg
3,2442,1783,68,44,0.7565129,left_back_bent.jpg
