,x,y,w,h,score,match
47,86,1868,49,43,0.81119955,small_round.jpg
38,95,1812,48,40,0.8233115,03_18_2023 LG 282 copy.jpg
46,116,1754,49,43,0.86792207,small_round.jpg
65,144,1661,38,64,0.8338922,12_20_2022 LG 282 copy.jpg
12,162,1623,53,48,0.902223,top_left.jpg
11,190,1552,53,48,0.8855769,top_left.jpg
5,248,1419,68,44,0.8688446,left_back_bent.jpg
4,299,1308,68,44,0.88273007,left_back_bent.jpg
3,328,1233,68,44,0.87873375,left_back_bent.jpg
10,372,1111,53,48,0.85153663,top_left.jpg
40,390,1072,49,43,0.8259558,small_round.jpg
31,404,1033,48,40,0.8365853,03_18_2023 LG 282 copy.jpg
30,423,993,48,40,0.88517225,03_18_2023 LG 282 copy.jpg
54,448,954,64,44,0.8089982,left_angled.jpg
53,470,912,64,44,0.8654127,left_angled.jpg
52,490,868,64,44,0.8724894,left_angled.jpg
1,514,829,68,44,0.86496884,left_back_bent.jpg
39,529,773,49,43,0.9035149,small_round.jpg
51,578,694,64,44,0.8390543,left_angled.jpg
50,627,607,64,44,0.818804,left_angled.jpg
29,644,562,48,40,0.82532436,03_18_2023 LG 282 copy.jpg
16,656,477,36,35,0.8471131,round_light.jpg
49,680,521,64,44,0.83155304,left_angled.jpg
27,713,467,38,60,0.86519206,middle round.jpg
48,741,435,64,44,0.78343904,left_angled.jpg
15,767,378,46,53,0.7817834,right_small_weird.jpg
0,808,360,68,44,0.8050734,left_back_bent.jpg
28,860,280,48,40,0.76370007,03_18_2023 LG 282 copy.jpg
14,916,228,46,53,0.7554112,right_small_weird.jpg
13,959,200,46,53,0.7840022,right_small_weird.jpg
26,1011,180,38,60,0.8317694,middle round.jpg
24,1105,141,38,60,0.87234545,middle round.jpg
22,1153,130,38,60,0.95101535,middle round.jpg
20,1196,124,38,60,0.9148264,middle round.jpg
21,1242,127,38,60,0.9111299,middle round.jpg
23,1288,130,38,60,0.8831535,middle round.jpg
25,1381,166,38,60,0.7599244,middle round.jpg
55,1425,183,38,64,0.7650236,12_20_2022 LG 282 copy.jpg
56,1479,210,38,64,0.84341425,12_20_2022 LG 282 copy.jpg
58,1502,298,38,64,0.7693321,12_20_2022 LG 282 copy.jpg
57,1539,249,38,64,0.83989155,12_20_2022 LG 282 copy.jpg
59,1609,318,38,64,0.8413802,12_20_2022 LG 282 copy.jpg
6,1656,345,53,48,0.86778486,top_left.jpg
7,1723,424,53,48,0.86224204,top_left.jpg
8,1754,464,53,48,0.8377579,top_left.jpg
60,1776,511,38,64,0.8801982,12_20_2022 LG 282 copy.jpg
9,1817,546,53,48,0.797072,top_left.jpg
61,1834,589,38,64,0.7740881,12_20_2022 LG 282 copy.jpg
62,1884,669,38,64,0.7608771,12_20_2022 LG 282 copy.jpg
63,1932,743,38,64,0.8367167,12_20_2022 LG 282 copy.jpg
64,2032,908,38,64,0.83077174,12_20_2022 LG 282 copy.jpg
2,2084,992,68,44,0.83688146,left_back_bent.jpg
32,2117,1060,48,40,0.8220486,03_18_2023 LG 282 copy.jpg
33,2156,1132,48,40,0.82558626,03_18_2023 LG 282 copy.jpg
41,2184,1165,49,43,0.8399474,small_round.jpg
34,2212,1239,48,40,0.87089103,03_18_2023 LG 282 copy.jpg
42,2248,1308,49,43,0.8238168,small_round.jpg
35,2298,1416,48,40,0.76414007,03_18_2023 LG 282 copy.jpg
17,2304,1580,36,35,0.8105689,round_light.jpg
36,2333,1486,48,40,0.7778141,03_18_2023 LG 282 copy.jpg
37,2365,1562,48,40,0.86715966,03_18_2023 LG 282 copy.jpg
43,2407,1638,49,43,0.84006566,small_round.jpg
44,2425,1682,49,43,0.7835967,small_round.jpg
45,2448,1734,49,43,0.7718375,small_round.jpg
18,2493,1872,36,35,0.77088934,round_light.jpg
19,2525,1905,36,35,0.7797309,round_light.jpg
