,x,y,w,h,score,match
64,178,1706,49,43,0.8454831,small_round.jpg
63,197,1664,49,43,0.83063513,small_round.jpg
62,211,1625,49,43,0.8524791,small_round.jpg
46,266,1486,48,40,0.8819021,03_18_2023 LG 282 copy.jpg
61,290,1447,49,43,0.8577952,small_round.jpg
17,310,1577,36,35,0.78152233,round_light.jpg
45,318,1380,48,40,0.88074136,03_18_2023 LG 282 copy.jpg
44,350,1309,48,40,0.86279696,03_18_2023 LG 282 copy.jpg
43,369,1272,48,40,0.87092876,03_18_2023 LG 282 copy.jpg
42,386,1234,48,40,0.8831001,03_18_2023 LG 282 copy.jpg
58,408,1195,49,43,0.7635597,small_round.jpg
6,435,1483,68,44,0.7557463,left_back_bent.jpg
41,439,1127,48,40,0.90089196,03_18_2023 LG 282 copy.jpg
60,463,1320,49,43,0.8404751,small_round.jpg
40,463,1082,48,40,0.90716916,03_18_2023 LG 282 copy.jpg
39,501,1005,48,40,0.9038851,03_18_2023 LG 282 copy.jpg
38,523,965,48,40,0.82905275,03_18_2023 LG 282 copy.jpg
37,546,920,48,40,0.8699769,03_18_2023 LG 282 copy.jpg
36,569,880,48,40,0.8868117,03_18_2023 LG 282 copy.jpg
35,614,797,48,40,0.87294,03_18_2023 LG 282 copy.jpg
5,633,1075,68,44,0.7505867,left_back_bent.jpg
34,639,753,48,40,0.79889196,03_18_2023 LG 282 copy.jpg
4,672,1028,68,44,0.7725345,left_back_bent.jpg
33,689,663,48,40,0.87721187,03_18_2023 LG 282 copy.jpg
3,702,969,68,44,0.7501447,left_back_bent.jpg
52,721,620,49,43,0.79648376,small_round.jpg
32,743,578,48,40,0.88478863,03_18_2023 LG 282 copy.jpg
31,773,537,48,40,0.90079504,03_18_2023 LG 282 copy.jpg
30,806,491,48,40,0.906373,03_18_2023 LG 282 copy.jpg
2,828,540,68,44,0.79779047,left_back_bent.jpg
29,840,446,48,40,0.87549144,03_18_2023 LG 282 copy.jpg
49,875,405,49,43,0.85441446,small_round.jpg
1,917,446,68,44,0.7587751,left_back_bent.jpg
28,937,336,48,40,0.8428816,03_18_2023 LG 282 copy.jpg
15,984,315,36,35,0.797833,round_light.jpg
12,1031,270,36,35,0.8117181,round_light.jpg
7,1071,237,44,44,0.8697076,12_20_2022 LG 282 copy 2.jpg
22,1172,179,38,60,0.8438778,middle round.jpg
24,1202,222,38,60,0.808501,middle round.jpg
19,1220,169,38,60,0.9022118,middle round.jpg
23,1252,212,38,60,0.8084304,middle round.jpg
18,1272,160,38,60,0.8451626,middle round.jpg
11,1328,212,36,35,0.7849645,round_light.jpg
71,1359,159,38,64,0.8600754,12_20_2022 LG 282 copy.jpg
20,1406,169,38,60,0.85046256,middle round.jpg
21,1457,176,38,60,0.85350144,middle round.jpg
48,1553,229,49,43,0.81391305,small_round.jpg
13,1613,276,36,35,0.87703073,round_light.jpg
14,1663,311,36,35,0.82075137,round_light.jpg
10,1674,199,36,35,0.77066,round_light.jpg
0,1704,238,68,44,0.8127649,left_back_bent.jpg
8,1728,382,44,44,0.82904285,12_20_2022 LG 282 copy 2.jpg
50,1760,418,49,43,0.7938399,small_round.jpg
25,1796,453,38,60,0.8329665,middle round.jpg
16,1832,506,36,35,0.8013174,round_light.jpg
66,1857,547,64,44,0.7753279,left_angled.jpg
51,1879,590,49,43,0.8286651,small_round.jpg
53,1905,631,49,43,0.813617,small_round.jpg
54,1929,677,49,43,0.7895325,small_round.jpg
67,1962,716,64,44,0.7567106,left_angled.jpg
68,1981,757,64,44,0.7615218,left_angled.jpg
9,2013,840,44,44,0.8621792,12_20_2022 LG 282 copy 2.jpg
26,2037,879,38,60,0.84270006,middle round.jpg
27,2060,927,38,60,0.805413,middle round.jpg
55,2113,1053,49,43,0.8327329,small_round.jpg
56,2130,1095,49,43,0.84435695,small_round.jpg
57,2148,1135,49,43,0.8358037,small_round.jpg
59,2182,1207,49,43,0.7919184,small_round.jpg
69,2262,1392,64,44,0.7895775,left_angled.jpg
65,2390,1724,49,43,0.8172265,small_round.jpg
47,2418,1809,48,40,0.7582453,03_18_2023 LG 282 copy.jpg
70,2451,1897,64,44,0.76070225,left_angled.jpg
