,x,y,w,h,score,match
58,100,1843,49,43,0.78096175,small_round.jpg
10,124,1880,68,44,0.78468776,left_back_bent.jpg
57,132,1729,49,43,0.8368684,small_round.jpg
67,162,1638,38,64,0.81682473,12_20_2022 LG 282 copy.jpg
23,173,1532,36,35,0.84272015,round_light.jpg
14,179,1599,53,48,0.8743476,top_left.jpg
9,212,1535,68,44,0.8743447,left_back_bent.jpg
8,255,1434,68,44,0.88578856,left_back_bent.jpg
7,269,1394,68,44,0.9345695,left_back_bent.jpg
6,302,1324,68,44,0.9219148,left_back_bent.jpg
5,335,1252,68,44,0.86608523,left_back_bent.jpg
4,369,1180,68,44,0.8894257,left_back_bent.jpg
3,385,1140,68,44,0.90343785,left_back_bent.jpg
64,423,1060,64,44,0.81210375,left_angled.jpg
2,444,1021,68,44,0.897066,left_back_bent.jpg
62,504,895,64,44,0.8003472,left_angled.jpg
61,525,852,64,44,0.8093368,left_angled.jpg
0,550,813,68,44,0.8466077,left_back_bent.jpg
60,619,678,64,44,0.82755435,left_angled.jpg
54,639,631,49,43,0.82632315,small_round.jpg
59,668,592,64,44,0.826073,left_angled.jpg
52,693,550,49,43,0.8564408,small_round.jpg
34,757,456,38,60,0.8316959,middle round.jpg
33,820,373,38,60,0.8669187,middle round.jpg
41,843,340,48,40,0.87916785,03_18_2023 LG 282 copy.jpg
15,879,308,44,44,0.88248974,12_20_2022 LG 282 copy 2.jpg
50,915,275,49,43,0.8636833,small_round.jpg
30,971,223,38,60,0.83800346,middle round.jpg
40,1002,199,48,40,0.8462591,03_18_2023 LG 282 copy.jpg
39,1047,172,48,40,0.8442743,03_18_2023 LG 282 copy.jpg
38,1087,148,48,40,0.82514346,03_18_2023 LG 282 copy.jpg
28,1153,136,38,60,0.8844648,middle round.jpg
25,1204,124,38,60,0.8921911,middle round.jpg
24,1245,122,38,60,0.8617743,middle round.jpg
26,1291,125,38,60,0.75994474,middle round.jpg
27,1338,132,38,60,0.89552873,middle round.jpg
66,1387,133,38,64,0.877274,12_20_2022 LG 282 copy.jpg
29,1437,162,38,60,0.8798996,middle round.jpg
48,1481,185,49,43,0.8196204,small_round.jpg
49,1588,264,49,43,0.8760095,small_round.jpg
51,1629,296,49,43,0.848491,small_round.jpg
31,1664,333,38,60,0.87301964,middle round.jpg
11,1697,1900,68,44,0.7808969,left_back_bent.jpg
32,1699,367,38,60,0.8527563,middle round.jpg
12,1761,448,53,48,0.79612905,top_left.jpg
16,1781,511,36,35,0.81089485,round_light.jpg
17,1840,595,36,35,0.8046129,round_light.jpg
53,1874,622,49,43,0.829475,small_round.jpg
55,1896,661,49,43,0.8140808,small_round.jpg
18,1907,717,36,35,0.79064745,round_light.jpg
56,1961,777,49,43,0.7946175,small_round.jpg
19,1973,839,36,35,0.8626791,round_light.jpg
13,2025,904,53,48,0.7945971,top_left.jpg
20,2038,966,36,35,0.84301716,round_light.jpg
63,2096,1030,64,44,0.76258266,left_angled.jpg
22,2115,1117,36,35,0.778601,round_light.jpg
21,2119,1073,36,35,0.8485343,round_light.jpg
1,2133,946,68,44,0.76396513,left_back_bent.jpg
35,2160,1304,38,60,0.752913,middle round.jpg
42,2198,1249,48,40,0.8459642,03_18_2023 LG 282 copy.jpg
65,2217,1285,64,44,0.7875714,left_angled.jpg
43,2240,1358,48,40,0.89715075,03_18_2023 LG 282 copy.jpg
44,2273,1429,48,40,0.8505092,03_18_2023 LG 282 copy.jpg
45,2289,1465,48,40,0.83659065,03_18_2023 LG 282 copy.jpg
36,2328,1533,38,60,0.77094936,middle round.jpg
46,2384,1694,48,40,0.8695468,03_18_2023 LG 282 copy.jpg
47,2399,1736,48,40,0.85804194,03_18_2023 LG 282 copy.jpg
37,2436,1831,38,60,0.84058195,middle round.jpg
