,x,y,w,h,score,match
61,143,1898,49,43,0.82496464,small_round.jpg
0,170,1828,68,44,0.854858,left_back_bent.jpg
60,189,1735,49,43,0.80007845,small_round.jpg
4,204,1692,53,48,0.90197814,top_left.jpg
3,231,1619,53,48,0.92483115,top_left.jpg
2,245,1576,53,48,0.94713116,top_left.jpg
1,274,1505,53,48,0.9194168,top_left.jpg
62,309,1440,64,44,0.75564444,left_angled.jpg
59,320,1399,49,43,0.8348424,small_round.jpg
58,348,1329,49,43,0.8648405,small_round.jpg
41,369,1276,48,40,0.8750631,03_18_2023 LG 282 copy.jpg
22,397,1228,36,35,0.7756913,round_light.jpg
39,433,1136,48,40,0.9095754,03_18_2023 LG 282 copy.jpg
57,523,937,49,43,0.830628,small_round.jpg
56,609,765,49,43,0.8206234,small_round.jpg
36,630,719,48,40,0.8428253,03_18_2023 LG 282 copy.jpg
55,658,676,49,43,0.84589386,small_round.jpg
27,736,540,38,60,0.79650533,middle round.jpg
54,792,454,49,43,0.80779475,small_round.jpg
52,824,413,49,43,0.8290365,small_round.jpg
51,921,305,49,43,0.81753504,small_round.jpg
50,1011,226,49,43,0.77751666,small_round.jpg
9,1111,229,36,35,0.77608496,round_light.jpg
6,1152,159,46,53,0.78993225,right_small_weird.jpg
26,1204,155,38,60,0.8640238,middle round.jpg
30,1243,160,48,40,0.896763,03_18_2023 LG 282 copy.jpg
63,1298,147,38,64,0.7991306,12_20_2022 LG 282 copy.jpg
10,1332,233,36,35,0.8696664,round_light.jpg
5,1339,155,46,53,0.82870454,right_small_weird.jpg
64,1389,164,38,64,0.9018975,12_20_2022 LG 282 copy.jpg
7,1450,195,36,35,0.894787,round_light.jpg
8,1493,218,36,35,0.88811374,round_light.jpg
11,1546,249,36,35,0.92089105,round_light.jpg
12,1599,294,36,35,0.8914382,round_light.jpg
31,1625,323,48,40,0.90515625,03_18_2023 LG 282 copy.jpg
32,1661,359,48,40,0.9062685,03_18_2023 LG 282 copy.jpg
33,1694,395,48,40,0.89575714,03_18_2023 LG 282 copy.jpg
53,1738,437,49,43,0.8383388,small_round.jpg
13,1774,486,36,35,0.8686407,round_light.jpg
14,1804,528,36,35,0.86719555,round_light.jpg
34,1828,571,48,40,0.8702291,03_18_2023 LG 282 copy.jpg
15,1888,653,36,35,0.91681653,round_light.jpg
35,1900,689,48,40,0.8937658,03_18_2023 LG 282 copy.jpg
37,1923,730,48,40,0.93434334,03_18_2023 LG 282 copy.jpg
16,1981,818,36,35,0.8996078,round_light.jpg
38,1991,852,48,40,0.9236598,03_18_2023 LG 282 copy.jpg
17,2020,898,36,35,0.8273865,round_light.jpg
18,2062,979,36,35,0.77757543,round_light.jpg
19,2141,1126,36,35,0.7847955,round_light.jpg
20,2161,1166,36,35,0.7672434,round_light.jpg
21,2186,1206,36,35,0.90515137,round_light.jpg
40,2212,1274,48,40,0.90936005,03_18_2023 LG 282 copy.jpg
42,2245,1346,48,40,0.88046247,03_18_2023 LG 282 copy.jpg
23,2270,1387,36,35,0.90520877,round_light.jpg
43,2292,1452,48,40,0.911516,03_18_2023 LG 282 copy.jpg
25,2306,1907,36,35,0.801764,round_light.jpg
44,2308,1488,48,40,0.9006139,03_18_2023 LG 282 copy.jpg
45,2326,1524,48,40,0.88308036,03_18_2023 LG 282 copy.jpg
46,2358,1596,48,40,0.8857622,03_18_2023 LG 282 copy.jpg
24,2385,1428,36,35,0.797052,round_light.jpg
47,2391,1669,48,40,0.8461622,03_18_2023 LG 282 copy.jpg
48,2425,1749,48,40,0.78404343,03_18_2023 LG 282 copy.jpg
29,2430,1883,38,60,0.7949493,middle round.jpg
49,2441,1803,48,40,0.830674,03_18_2023 LG 282 copy.jpg
28,2467,1872,38,60,0.8422906,middle round.jpg
