,x,y,w,h,score,match
30,130,1836,38,60,0.8427171,middle round.jpg
13,143,1797,68,44,0.86612195,left_back_bent.jpg
12,160,1750,68,44,0.855,left_back_bent.jpg
11,174,1710,68,44,0.8640689,left_back_bent.jpg
31,175,1883,38,60,0.7803384,middle round.jpg
10,202,1632,68,44,0.87320423,left_back_bent.jpg
9,227,1561,68,44,0.85953987,left_back_bent.jpg
8,255,1492,68,44,0.8305376,left_back_bent.jpg
47,273,1414,48,40,0.78143126,03_18_2023 LG 282 copy.jpg
6,303,1340,68,44,0.851285,left_back_bent.jpg
7,311,1389,68,44,0.7893522,left_back_bent.jpg
24,352,1233,36,35,0.8770182,round_light.jpg
42,359,1189,48,40,0.78088117,03_18_2023 LG 282 copy.jpg
41,386,1142,48,40,0.843421,03_18_2023 LG 282 copy.jpg
5,502,980,68,44,0.8154334,left_back_bent.jpg
38,535,813,48,40,0.8213964,03_18_2023 LG 282 copy.jpg
61,556,764,49,43,0.8114362,small_round.jpg
4,588,814,68,44,0.7676442,left_back_bent.jpg
37,600,680,48,40,0.83634156,03_18_2023 LG 282 copy.jpg
36,621,635,48,40,0.76819396,03_18_2023 LG 282 copy.jpg
35,702,498,48,40,0.790594,03_18_2023 LG 282 copy.jpg
3,707,588,68,44,0.8024814,left_back_bent.jpg
2,724,548,68,44,0.81859034,left_back_bent.jpg
34,731,452,48,40,0.77257055,03_18_2023 LG 282 copy.jpg
16,751,498,53,48,0.7825705,top_left.jpg
33,763,415,48,40,0.8479278,03_18_2023 LG 282 copy.jpg
15,809,415,53,48,0.7819815,top_left.jpg
32,858,304,48,40,0.77078205,03_18_2023 LG 282 copy.jpg
1,873,350,68,44,0.7931949,left_back_bent.jpg
21,957,233,36,35,0.7692672,round_light.jpg
65,1001,184,38,64,0.7682127,12_20_2022 LG 282 copy.jpg
29,1046,172,38,60,0.90662634,middle round.jpg
54,1092,162,49,43,0.7767096,small_round.jpg
27,1143,143,38,60,0.84164333,middle round.jpg
0,1164,218,68,44,0.7641222,left_back_bent.jpg
17,1192,157,36,35,0.80566394,round_light.jpg
64,1237,133,38,64,0.8862712,12_20_2022 LG 282 copy.jpg
26,1282,141,38,60,0.831234,middle round.jpg
28,1330,149,38,60,0.8989214,middle round.jpg
18,1385,180,36,35,0.77080315,round_light.jpg
19,1393,218,36,35,0.7601418,round_light.jpg
55,1428,194,49,43,0.8166079,small_round.jpg
20,1489,232,36,35,0.91335964,round_light.jpg
22,1540,278,36,35,0.860378,round_light.jpg
56,1571,300,49,43,0.85573024,small_round.jpg
57,1642,374,49,43,0.8185937,small_round.jpg
66,1680,408,38,64,0.79675126,12_20_2022 LG 282 copy.jpg
58,1712,452,49,43,0.8512557,small_round.jpg
59,1744,497,49,43,0.80806535,small_round.jpg
60,1778,542,49,43,0.8558376,small_round.jpg
63,1841,621,64,44,0.78374994,left_angled.jpg
14,1871,1873,68,44,0.7507844,left_back_bent.jpg
67,1878,695,38,64,0.88853586,12_20_2022 LG 282 copy.jpg
68,1947,816,38,64,0.88828343,12_20_2022 LG 282 copy.jpg
23,2014,955,36,35,0.8817576,round_light.jpg
39,2053,1027,48,40,0.87958,03_18_2023 LG 282 copy.jpg
62,2098,1095,49,43,0.8141925,small_round.jpg
40,2106,1137,48,40,0.8456071,03_18_2023 LG 282 copy.jpg
43,2152,1207,48,40,0.86121017,03_18_2023 LG 282 copy.jpg
44,2170,1243,48,40,0.8188025,03_18_2023 LG 282 copy.jpg
45,2189,1279,48,40,0.7774439,03_18_2023 LG 282 copy.jpg
46,2237,1388,48,40,0.81883633,03_18_2023 LG 282 copy.jpg
48,2270,1457,48,40,0.86159354,03_18_2023 LG 282 copy.jpg
49,2323,1562,48,40,0.79305935,03_18_2023 LG 282 copy.jpg
50,2338,1601,48,40,0.84231204,03_18_2023 LG 282 copy.jpg
51,2357,1636,48,40,0.80149156,03_18_2023 LG 282 copy.jpg
25,2365,1872,36,35,0.7854027,round_light.jpg
52,2392,1717,48,40,0.89977646,03_18_2023 LG 282 copy.jpg
53,2428,1827,48,40,0.825273,03_18_2023 LG 282 copy.jpg
