,x,y,w,h,score,match
32,151,1864,38,60,0.78798854,middle round.jpg
16,167,1822,68,44,0.83335984,left_back_bent.jpg
18,179,1769,53,48,0.87064123,top_left.jpg
17,211,1688,53,48,0.8655467,top_left.jpg
52,232,1620,48,40,0.8581177,03_18_2023 LG 282 copy.jpg
15,287,1516,68,44,0.8273316,left_back_bent.jpg
11,320,1445,68,44,0.83085907,left_back_bent.jpg
10,349,1376,68,44,0.83677125,left_back_bent.jpg
48,374,1295,48,40,0.84281236,03_18_2023 LG 282 copy.jpg
13,385,1496,68,44,0.76556265,left_back_bent.jpg
62,402,1258,64,44,0.75572836,left_angled.jpg
12,407,1450,68,44,0.7595978,left_back_bent.jpg
8,432,1188,68,44,0.8216123,left_back_bent.jpg
9,446,1365,68,44,0.7681928,left_back_bent.jpg
7,474,1105,68,44,0.80214083,left_back_bent.jpg
42,484,1063,48,40,0.8804537,03_18_2023 LG 282 copy.jpg
41,503,1023,48,40,0.89028263,03_18_2023 LG 282 copy.jpg
40,546,935,48,40,0.84684473,03_18_2023 LG 282 copy.jpg
39,568,892,48,40,0.8315108,03_18_2023 LG 282 copy.jpg
58,592,850,49,43,0.84274733,small_round.jpg
57,640,758,49,43,0.79383355,small_round.jpg
3,672,721,68,44,0.7730645,left_back_bent.jpg
4,685,852,68,44,0.76815295,left_back_bent.jpg
31,750,578,38,60,0.80433315,middle round.jpg
56,773,538,49,43,0.85595447,small_round.jpg
30,812,488,38,60,0.76689196,middle round.jpg
34,866,417,48,40,0.8309619,03_18_2023 LG 282 copy.jpg
2,890,625,68,44,0.7553864,left_back_bent.jpg
55,901,381,49,43,0.8292618,small_round.jpg
1,920,508,68,44,0.7659957,left_back_bent.jpg
23,944,356,36,35,0.7547379,round_light.jpg
29,1030,263,38,60,0.8114135,middle round.jpg
28,1076,242,38,60,0.79741025,middle round.jpg
27,1123,220,38,60,0.85372806,middle round.jpg
20,1215,276,36,35,0.75713104,round_light.jpg
26,1222,199,38,60,0.8571058,middle round.jpg
63,1311,195,38,64,0.8358277,12_20_2022 LG 282 copy.jpg
64,1408,211,38,64,0.7846504,12_20_2022 LG 282 copy.jpg
0,1462,245,68,44,0.8349161,left_back_bent.jpg
21,1565,303,36,35,0.8702527,round_light.jpg
22,1614,346,36,35,0.81324404,round_light.jpg
19,1646,363,46,53,0.8219159,right_small_weird.jpg
33,1677,408,48,40,0.83817136,03_18_2023 LG 282 copy.jpg
61,1755,484,64,44,0.814716,left_angled.jpg
35,1779,528,48,40,0.8631995,03_18_2023 LG 282 copy.jpg
36,1839,614,48,40,0.94683766,03_18_2023 LG 282 copy.jpg
24,1874,661,36,35,0.85013735,round_light.jpg
37,1892,699,48,40,0.8462391,03_18_2023 LG 282 copy.jpg
38,1916,738,48,40,0.8872868,03_18_2023 LG 282 copy.jpg
5,1990,859,68,44,0.84763753,left_back_bent.jpg
59,2033,939,49,43,0.76524824,small_round.jpg
6,2064,988,68,44,0.8461737,left_back_bent.jpg
43,2094,1063,48,40,0.8606299,03_18_2023 LG 282 copy.jpg
60,2119,1100,49,43,0.793832,small_round.jpg
44,2134,1143,48,40,0.78394365,03_18_2023 LG 282 copy.jpg
45,2152,1179,48,40,0.78414005,03_18_2023 LG 282 copy.jpg
46,2170,1215,48,40,0.7719947,03_18_2023 LG 282 copy.jpg
47,2191,1252,48,40,0.83534527,03_18_2023 LG 282 copy.jpg
49,2241,1360,48,40,0.84227884,03_18_2023 LG 282 copy.jpg
25,2282,1436,36,35,0.86447173,round_light.jpg
14,2314,1504,68,44,0.80568254,left_back_bent.jpg
50,2339,1573,48,40,0.79093933,03_18_2023 LG 282 copy.jpg
51,2354,1610,48,40,0.8058637,03_18_2023 LG 282 copy.jpg
53,2373,1646,48,40,0.79191154,03_18_2023 LG 282 copy.jpg
54,2389,1683,48,40,0.7571263,03_18_2023 LG 282 copy.jpg
