,x,y,w,h,score,match
53,94,1866,48,40,0.8417258,03_18_2023 LG 282 copy.jpg
25,121,1824,36,35,0.81518614,round_light.jpg
52,127,1777,48,40,0.85062015,03_18_2023 LG 282 copy.jpg
24,166,1704,36,35,0.8611232,round_light.jpg
51,189,1632,48,40,0.8786366,03_18_2023 LG 282 copy.jpg
65,216,1597,64,44,0.77424586,left_angled.jpg
23,228,1564,36,35,0.87072706,round_light.jpg
49,239,1526,48,40,0.8749383,03_18_2023 LG 282 copy.jpg
22,265,1494,36,35,0.8684527,round_light.jpg
46,273,1455,48,40,0.86802197,03_18_2023 LG 282 copy.jpg
21,300,1422,36,35,0.84044105,round_light.jpg
64,315,1381,49,43,0.8300775,small_round.jpg
44,329,1345,48,40,0.86542463,03_18_2023 LG 282 copy.jpg
42,365,1270,48,40,0.88150847,03_18_2023 LG 282 copy.jpg
40,383,1233,48,40,0.88458526,03_18_2023 LG 282 copy.jpg
39,404,1193,48,40,0.8306074,03_18_2023 LG 282 copy.jpg
38,429,1153,48,40,0.8838773,03_18_2023 LG 282 copy.jpg
37,467,1073,48,40,0.8329683,03_18_2023 LG 282 copy.jpg
36,492,1031,48,40,0.85029006,03_18_2023 LG 282 copy.jpg
20,520,991,36,35,0.8479017,round_light.jpg
35,540,946,48,40,0.84002554,03_18_2023 LG 282 copy.jpg
57,566,903,49,43,0.8734383,small_round.jpg
56,590,861,49,43,0.8422866,small_round.jpg
55,619,817,49,43,0.8054636,small_round.jpg
19,648,779,36,35,0.8654903,round_light.jpg
32,666,733,48,40,0.7959727,03_18_2023 LG 282 copy.jpg
54,698,689,49,43,0.7988393,small_round.jpg
18,769,608,36,35,0.8297573,round_light.jpg
27,791,559,48,40,0.8629825,03_18_2023 LG 282 copy.jpg
16,834,520,36,35,0.88392216,round_light.jpg
15,870,487,36,35,0.88291264,round_light.jpg
14,904,456,36,35,0.8609708,round_light.jpg
12,940,426,36,35,0.87907827,round_light.jpg
10,994,380,36,35,0.88420635,round_light.jpg
7,1081,330,36,35,0.9066393,round_light.jpg
5,1131,310,36,35,0.8518624,round_light.jpg
4,1182,297,36,35,0.8912329,round_light.jpg
2,1233,294,36,35,0.92274517,round_light.jpg
3,1275,295,36,35,0.8196474,round_light.jpg
0,1317,291,44,44,0.86168313,12_20_2022 LG 282 copy 2.jpg
1,1366,300,44,44,0.8728131,12_20_2022 LG 282 copy 2.jpg
6,1419,314,36,35,0.913155,round_light.jpg
8,1475,337,36,35,0.7803777,round_light.jpg
9,1523,358,36,35,0.9444169,round_light.jpg
11,1574,398,36,35,0.8725472,round_light.jpg
13,1620,443,36,35,0.7898834,round_light.jpg
26,1681,514,48,40,0.8727625,03_18_2023 LG 282 copy.jpg
17,1723,557,36,35,0.8945851,round_light.jpg
28,1745,595,48,40,0.9030412,03_18_2023 LG 282 copy.jpg
29,1775,639,48,40,0.92235047,03_18_2023 LG 282 copy.jpg
30,1804,684,48,40,0.9082527,03_18_2023 LG 282 copy.jpg
31,1831,731,48,40,0.92715627,03_18_2023 LG 282 copy.jpg
33,1899,856,48,40,0.83725196,03_18_2023 LG 282 copy.jpg
34,1919,897,48,40,0.91934955,03_18_2023 LG 282 copy.jpg
58,1962,976,49,43,0.84759545,small_round.jpg
59,1986,1022,49,43,0.882594,small_round.jpg
60,2004,1067,49,43,0.8464844,small_round.jpg
61,2024,1111,49,43,0.86140454,small_round.jpg
62,2044,1150,49,43,0.7994608,small_round.jpg
63,2062,1193,49,43,0.8321416,small_round.jpg
41,2078,1238,48,40,0.922419,03_18_2023 LG 282 copy.jpg
43,2095,1279,48,40,0.7780134,03_18_2023 LG 282 copy.jpg
66,2112,1314,38,64,0.75747705,12_20_2022 LG 282 copy.jpg
45,2146,1391,48,40,0.8617046,03_18_2023 LG 282 copy.jpg
47,2178,1467,48,40,0.8539924,03_18_2023 LG 282 copy.jpg
48,2190,1504,48,40,0.84438246,03_18_2023 LG 282 copy.jpg
50,2220,1576,48,40,0.79983854,03_18_2023 LG 282 copy.jpg
