,x,y,w,h,score,match
38,101,1795,49,43,0.77470654,small_round.jpg
37,118,1744,49,43,0.7567282,small_round.jpg
36,135,1699,49,43,0.7510427,small_round.jpg
35,149,1659,49,43,0.8245065,small_round.jpg
34,165,1618,49,43,0.81554735,small_round.jpg
27,190,1548,48,40,0.79848224,03_18_2023 LG 282 copy.jpg
25,234,1442,48,40,0.8322034,03_18_2023 LG 282 copy.jpg
11,292,1339,68,44,0.7786953,left_back_bent.jpg
20,334,1224,48,40,0.80881065,03_18_2023 LG 282 copy.jpg
18,404,1070,48,40,0.84846973,03_18_2023 LG 282 copy.jpg
9,476,960,68,44,0.7771433,left_back_bent.jpg
17,573,735,48,40,0.7574126,03_18_2023 LG 282 copy.jpg
4,633,662,68,44,0.7634818,left_back_bent.jpg
3,755,490,68,44,0.8033738,left_back_bent.jpg
1,909,295,68,44,0.84523237,left_back_bent.jpg
14,1283,178,38,60,0.86820257,middle round.jpg
15,1318,188,38,60,0.7831747,middle round.jpg
16,1428,206,38,60,0.83801854,middle round.jpg
0,1480,201,68,44,0.770887,left_back_bent.jpg
13,1545,150,36,35,0.7560317,round_light.jpg
2,1785,485,68,44,0.7982517,left_back_bent.jpg
5,1916,691,68,44,0.77167004,left_back_bent.jpg
6,1958,770,68,44,0.8351464,left_back_bent.jpg
33,2003,856,49,43,0.79346704,small_round.jpg
8,2049,947,68,44,0.84487545,left_back_bent.jpg
7,2107,829,68,44,0.77453,left_back_bent.jpg
19,2181,1205,48,40,0.81665766,03_18_2023 LG 282 copy.jpg
21,2213,1276,48,40,0.86006993,03_18_2023 LG 282 copy.jpg
22,2230,1312,48,40,0.8616879,03_18_2023 LG 282 copy.jpg
23,2263,1384,48,40,0.8610323,03_18_2023 LG 282 copy.jpg
24,2278,1421,48,40,0.8454811,03_18_2023 LG 282 copy.jpg
39,2300,1457,64,44,0.7832269,left_angled.jpg
10,2307,1112,68,44,0.77671325,left_back_bent.jpg
26,2329,1526,48,40,0.87826324,03_18_2023 LG 282 copy.jpg
28,2362,1601,48,40,0.8628185,03_18_2023 LG 282 copy.jpg
29,2380,1639,48,40,0.89532834,03_18_2023 LG 282 copy.jpg
30,2398,1679,48,40,0.89570546,03_18_2023 LG 282 copy.jpg
31,2417,1720,48,40,0.87212825,03_18_2023 LG 282 copy.jpg
32,2435,1771,48,40,0.77598274,03_18_2023 LG 282 copy.jpg
12,2441,1478,68,44,0.75143427,left_back_bent.jpg
