,x,y,w,h,score,match
54,154,1850,36,35,0.8085479,round_light.jpg
53,169,1811,36,35,0.7761629,round_light.jpg
51,181,1777,36,35,0.7982235,round_light.jpg
49,197,1744,36,35,0.7608946,round_light.jpg
47,207,1709,36,35,0.85632,round_light.jpg
45,223,1671,36,35,0.9141902,round_light.jpg
78,253,1562,48,40,0.8938041,03_18_2023 LG 282 copy.jpg
77,269,1524,48,40,0.850054,03_18_2023 LG 282 copy.jpg
39,294,1489,36,35,0.86641735,round_light.jpg
76,299,1447,48,40,0.827032,03_18_2023 LG 282 copy.jpg
43,326,1643,36,35,0.7659799,round_light.jpg
16,327,1500,68,44,0.83250844,left_back_bent.jpg
75,327,1376,48,40,0.90117556,03_18_2023 LG 282 copy.jpg
19,332,1740,68,44,0.7872831,left_back_bent.jpg
74,345,1338,48,40,0.87566155,03_18_2023 LG 282 copy.jpg
73,364,1296,48,40,0.8819993,03_18_2023 LG 282 copy.jpg
72,382,1252,48,40,0.8391426,03_18_2023 LG 282 copy.jpg
18,396,1583,68,44,0.7780472,left_back_bent.jpg
17,412,1541,68,44,0.78075665,left_back_bent.jpg
71,415,1175,48,40,0.8847916,03_18_2023 LG 282 copy.jpg
14,419,1483,68,44,0.76262254,left_back_bent.jpg
70,438,1128,48,40,0.85355973,03_18_2023 LG 282 copy.jpg
69,456,1085,48,40,0.8495808,03_18_2023 LG 282 copy.jpg
13,473,1450,68,44,0.75393313,left_back_bent.jpg
68,477,1043,48,40,0.8121922,03_18_2023 LG 282 copy.jpg
12,484,1372,68,44,0.77555454,left_back_bent.jpg
67,497,1000,48,40,0.8633475,03_18_2023 LG 282 copy.jpg
66,518,956,48,40,0.86933875,03_18_2023 LG 282 copy.jpg
10,523,1257,68,44,0.79182136,left_back_bent.jpg
9,530,1188,68,44,0.7604825,left_back_bent.jpg
65,541,907,48,40,0.8733711,03_18_2023 LG 282 copy.jpg
6,572,1094,68,44,0.7550031,left_back_bent.jpg
62,587,823,48,40,0.8571656,03_18_2023 LG 282 copy.jpg
23,619,779,44,44,0.795204,12_20_2022 LG 282 copy 2.jpg
5,625,1008,68,44,0.7798312,left_back_bent.jpg
3,667,914,68,44,0.75427985,left_back_bent.jpg
60,668,690,48,40,0.8607828,03_18_2023 LG 282 copy.jpg
59,699,643,48,40,0.8289288,03_18_2023 LG 282 copy.jpg
81,735,585,38,64,0.7725445,12_20_2022 LG 282 copy.jpg
21,744,650,53,48,0.8340448,top_left.jpg
2,783,590,68,44,0.84108067,left_back_bent.jpg
1,815,534,68,44,0.80604714,left_back_bent.jpg
31,881,456,36,35,0.79622555,round_light.jpg
57,958,393,48,40,0.8520167,03_18_2023 LG 282 copy.jpg
56,1052,351,48,40,0.7834697,03_18_2023 LG 282 copy.jpg
22,1109,348,44,44,0.8108012,12_20_2022 LG 282 copy 2.jpg
28,1157,347,36,35,0.8567737,round_light.jpg
55,1200,331,38,60,0.83827806,middle round.jpg
0,1250,350,68,44,0.8218967,left_back_bent.jpg
26,1344,364,46,53,0.8079787,right_small_weird.jpg
29,1397,396,36,35,0.8382331,round_light.jpg
27,1416,57,36,35,0.7624266,round_light.jpg
30,1454,431,36,35,0.8139303,round_light.jpg
32,1505,472,36,35,0.78606814,round_light.jpg
58,1568,532,48,40,0.89828944,03_18_2023 LG 282 copy.jpg
33,1614,574,36,35,0.8713691,round_light.jpg
34,1683,653,36,35,0.88071686,round_light.jpg
61,1736,734,48,40,0.86527985,03_18_2023 LG 282 copy.jpg
35,1772,781,36,35,0.88634753,round_light.jpg
63,1815,856,48,40,0.8874242,03_18_2023 LG 282 copy.jpg
64,1837,895,48,40,0.85498405,03_18_2023 LG 282 copy.jpg
4,1896,971,68,44,0.8268085,left_back_bent.jpg
36,1917,1019,36,35,0.82216257,round_light.jpg
82,1937,1046,38,64,0.83285886,12_20_2022 LG 282 copy.jpg
7,1964,1097,68,44,0.77384233,left_back_bent.jpg
24,1980,1139,44,44,0.759609,12_20_2022 LG 282 copy 2.jpg
8,2020,1173,68,44,0.8057922,left_back_bent.jpg
25,2022,1216,44,44,0.7953478,12_20_2022 LG 282 copy 2.jpg
79,2043,1253,49,43,0.77430356,small_round.jpg
11,2071,1293,68,44,0.7974987,left_back_bent.jpg
37,2101,1192,36,35,0.8447551,round_light.jpg
80,2142,1431,64,44,0.79164904,left_angled.jpg
38,2154,1474,36,35,0.8724873,round_light.jpg
40,2186,1545,36,35,0.8916028,round_light.jpg
41,2207,1575,36,35,0.87967503,round_light.jpg
42,2223,1614,36,35,0.8953682,round_light.jpg
44,2236,1650,36,35,0.79471415,round_light.jpg
15,2249,1498,68,44,0.77426946,left_back_bent.jpg
46,2256,1682,36,35,0.81656533,round_light.jpg
48,2272,1718,36,35,0.7746929,round_light.jpg
50,2290,1754,36,35,0.8568625,round_light.jpg
52,2305,1793,36,35,0.77525705,round_light.jpg
20,2465,1875,68,44,0.75946194,left_back_bent.jpg
