,x,y,w,h,score,match
51,106,1833,36,35,0.79235196,round_light.jpg
77,137,1716,38,64,0.7836194,12_20_2022 LG 282 copy.jpg
71,179,1607,49,43,0.8198015,small_round.jpg
50,211,1538,36,35,0.8390081,round_light.jpg
49,224,1503,36,35,0.8743477,round_light.jpg
73,237,1731,49,43,0.7702883,small_round.jpg
48,254,1429,36,35,0.88491046,round_light.jpg
8,257,1515,68,44,0.7996963,left_back_bent.jpg
9,262,1611,68,44,0.82270306,left_back_bent.jpg
46,271,1395,36,35,0.8814939,round_light.jpg
45,287,1357,36,35,0.8416026,round_light.jpg
7,301,1448,68,44,0.82039493,left_back_bent.jpg
43,303,1321,36,35,0.8495412,round_light.jpg
41,320,1283,36,35,0.81602436,round_light.jpg
39,337,1246,36,35,0.8242717,round_light.jpg
37,352,1210,36,35,0.8049469,round_light.jpg
34,386,1135,36,35,0.86783636,round_light.jpg
33,406,1094,36,35,0.8129019,round_light.jpg
32,426,1052,36,35,0.8262373,round_light.jpg
30,444,1012,36,35,0.8065133,round_light.jpg
29,463,974,36,35,0.78214127,round_light.jpg
28,485,930,36,35,0.7684746,round_light.jpg
27,506,888,36,35,0.7706879,round_light.jpg
4,590,777,68,44,0.77774036,left_back_bent.jpg
26,596,713,36,35,0.8066698,round_light.jpg
24,670,582,36,35,0.78691375,round_light.jpg
23,699,540,36,35,0.8240815,round_light.jpg
3,711,760,68,44,0.75682336,left_back_bent.jpg
13,756,444,44,44,0.7978595,12_20_2022 LG 282 copy 2.jpg
22,793,407,36,35,0.7792554,round_light.jpg
20,826,363,36,35,0.75982565,round_light.jpg
19,858,334,36,35,0.78148633,round_light.jpg
18,891,302,36,35,0.77023983,round_light.jpg
17,942,253,36,35,0.8582326,round_light.jpg
16,979,224,36,35,0.82373303,round_light.jpg
60,1069,164,49,43,0.7545513,small_round.jpg
53,1125,144,38,60,0.7759356,middle round.jpg
15,1235,181,36,35,0.7895633,round_light.jpg
76,1262,127,38,64,0.84199816,12_20_2022 LG 282 copy.jpg
52,1311,136,38,60,0.813856,middle round.jpg
0,1525,233,68,44,0.79892236,left_back_bent.jpg
61,1607,305,49,43,0.8266794,small_round.jpg
62,1641,339,49,43,0.7856299,small_round.jpg
54,1677,370,38,60,0.78621393,middle round.jpg
63,1708,417,49,43,0.792052,small_round.jpg
55,1745,451,38,60,0.79611623,middle round.jpg
64,1771,501,49,43,0.8361573,small_round.jpg
1,1786,425,68,44,0.8068117,left_back_bent.jpg
21,1799,383,36,35,0.8493893,round_light.jpg
2,1806,555,68,44,0.769828,left_back_bent.jpg
25,1860,639,36,35,0.8478464,round_light.jpg
65,1877,668,49,43,0.8397301,small_round.jpg
66,1899,708,49,43,0.8254464,small_round.jpg
14,1922,751,44,44,0.8101851,12_20_2022 LG 282 copy 2.jpg
67,1966,830,49,43,0.7825932,small_round.jpg
68,1990,873,49,43,0.77028173,small_round.jpg
69,2034,957,49,43,0.8606193,small_round.jpg
56,2050,1000,48,40,0.87694854,03_18_2023 LG 282 copy.jpg
57,2091,1083,48,40,0.88397616,03_18_2023 LG 282 copy.jpg
5,2114,946,68,44,0.7745253,left_back_bent.jpg
35,2135,1159,36,35,0.88418055,round_light.jpg
31,2144,1050,36,35,0.77097154,round_light.jpg
36,2156,1194,36,35,0.8899385,round_light.jpg
38,2176,1231,36,35,0.8547775,round_light.jpg
40,2193,1267,36,35,0.8060376,round_light.jpg
6,2204,1068,68,44,0.77555954,left_back_bent.jpg
42,2206,1302,36,35,0.8491686,round_light.jpg
44,2223,1339,36,35,0.861858,round_light.jpg
47,2254,1411,36,35,0.9082599,round_light.jpg
58,2278,1477,48,40,0.87131214,03_18_2023 LG 282 copy.jpg
59,2291,1513,48,40,0.81759846,03_18_2023 LG 282 copy.jpg
70,2334,1584,49,43,0.84408677,small_round.jpg
72,2367,1658,49,43,0.86200225,small_round.jpg
74,2403,1744,49,43,0.7871616,small_round.jpg
75,2421,1793,49,43,0.7536537,small_round.jpg
12,2467,1889,68,44,0.8644255,left_back_bent.jpg
11,2474,1834,68,44,0.84861565,left_back_bent.jpg
10,2512,1788,68,44,0.907574,left_back_bent.jpg
