,x,y,w,h,score,match
67,125,1844,49,43,0.79762465,small_round.jpg
66,144,1795,49,43,0.81697667,small_round.jpg
57,157,1755,48,40,0.8453905,03_18_2023 LG 282 copy.jpg
65,180,1710,49,43,0.83220977,small_round.jpg
54,207,1640,48,40,0.91167116,03_18_2023 LG 282 copy.jpg
51,223,1603,48,40,0.89687896,03_18_2023 LG 282 copy.jpg
18,228,1903,36,35,0.7978624,round_light.jpg
17,267,1902,36,35,0.79190975,round_light.jpg
48,286,1467,48,40,0.9082408,03_18_2023 LG 282 copy.jpg
46,319,1395,48,40,0.88473874,03_18_2023 LG 282 copy.jpg
44,354,1323,48,40,0.878156,03_18_2023 LG 282 copy.jpg
40,404,1215,48,40,0.8924622,03_18_2023 LG 282 copy.jpg
32,516,1012,38,60,0.79609966,middle round.jpg
64,535,972,49,43,0.8379255,small_round.jpg
31,588,881,38,60,0.7705894,middle round.jpg
62,629,804,49,43,0.8039524,small_round.jpg
61,655,758,49,43,0.79625654,small_round.jpg
60,681,719,49,43,0.8272771,small_round.jpg
9,770,639,36,35,0.7517632,round_light.jpg
37,791,546,48,40,0.7812347,03_18_2023 LG 282 copy.jpg
30,830,638,38,60,0.8005165,middle round.jpg
35,858,468,48,40,0.7905297,03_18_2023 LG 282 copy.jpg
68,899,413,38,64,0.8423605,12_20_2022 LG 282 copy.jpg
3,967,369,44,44,0.8555772,12_20_2022 LG 282 copy 2.jpg
25,1062,283,38,60,0.8969045,middle round.jpg
58,1105,264,49,43,0.7768733,small_round.jpg
29,1149,292,38,60,0.85974723,middle round.jpg
27,1193,286,38,60,0.870331,middle round.jpg
19,1207,230,38,60,0.86505646,middle round.jpg
24,1241,276,38,60,0.770993,middle round.jpg
33,1246,1865,38,60,0.7649627,middle round.jpg
2,1299,238,44,44,0.773367,12_20_2022 LG 282 copy 2.jpg
23,1353,271,38,60,0.820028,middle round.jpg
20,1393,231,38,60,0.8831842,middle round.jpg
26,1413,283,38,60,0.8392063,middle round.jpg
21,1442,233,38,60,0.87259763,middle round.jpg
22,1489,263,38,60,0.8578105,middle round.jpg
28,1536,286,38,60,0.8316377,middle round.jpg
0,1571,326,68,44,0.77840453,left_back_bent.jpg
6,1640,384,36,35,0.8703342,round_light.jpg
7,1674,417,36,35,0.852663,round_light.jpg
16,1692,1154,36,35,0.80341166,round_light.jpg
34,1698,447,48,40,0.8830217,03_18_2023 LG 282 copy.jpg
36,1730,488,48,40,0.854785,03_18_2023 LG 282 copy.jpg
59,1798,569,49,43,0.7970721,small_round.jpg
8,1832,625,36,35,0.8324462,round_light.jpg
10,1865,672,36,35,0.8454764,round_light.jpg
12,1866,860,36,35,0.8218732,round_light.jpg
38,1875,706,48,40,0.8791507,03_18_2023 LG 282 copy.jpg
11,1909,753,36,35,0.87946814,round_light.jpg
4,1944,824,46,53,0.854399,right_small_weird.jpg
14,1977,1028,36,35,0.7662955,round_light.jpg
5,1984,902,46,53,0.84334415,right_small_weird.jpg
63,2007,951,49,43,0.8290865,small_round.jpg
13,2037,1002,36,35,0.76168334,round_light.jpg
15,2068,1086,36,35,0.84323496,round_light.jpg
39,2100,1161,48,40,0.9045158,03_18_2023 LG 282 copy.jpg
41,2139,1233,48,40,0.8670097,03_18_2023 LG 282 copy.jpg
42,2147,1272,48,40,0.83552897,03_18_2023 LG 282 copy.jpg
43,2172,1311,48,40,0.8851542,03_18_2023 LG 282 copy.jpg
45,2187,1350,48,40,0.87495613,03_18_2023 LG 282 copy.jpg
47,2219,1421,48,40,0.89574564,03_18_2023 LG 282 copy.jpg
49,2244,1494,48,40,0.883184,03_18_2023 LG 282 copy.jpg
50,2260,1532,48,40,0.92574656,03_18_2023 LG 282 copy.jpg
52,2288,1603,48,40,0.91815567,03_18_2023 LG 282 copy.jpg
55,2316,1675,48,40,0.86624354,03_18_2023 LG 282 copy.jpg
56,2333,1712,48,40,0.8649687,03_18_2023 LG 282 copy.jpg
53,2394,1616,48,40,0.8023119,03_18_2023 LG 282 copy.jpg
1,2414,1565,68,44,0.7503267,left_back_bent.jpg
